문장,유형
무역흑자는 1억1만달러로 1년 연속 흑자 행진을 이어갔다,사실형
저금리 기조가 지속되던 때만 해도 고정금리로 대출을 받으면 시류를 읽지 못한다며 핀잔을 듣기 일쑤였다,사실형
블록딜을 체결할 때 현재 주가보다 낮은 가격에 지분을 매각하는 경우가 일반적이라서다,사실형
알고리즘은 미국 대법원이 어떤 결정을 내릴지 어느 피고가 보석 조건을 어길지 등과 같은 예측도 너끈하게 해낸다,사실형
팬텀 스포츠는 이가영 프로 외에 이정은1 김아림 프로를 지난해에 이어 올해도 후원을 이어간다,사실형
이화여자대학교가 서대문구와 함께 응모한 1년 서울시 캠퍼스타운 단위형 사업에 최종 선정됐다,사실형
이 덕분에 야간 촬영 때도 빛을 듬뿍 받아들이고 하늘이나 강이 실제보다 더 예쁘게 나오는 등 강력한 사진 기능을 제공한다,사실형
벨발에서는 자율주행자동차 연구가 한창이다,사실형
금융위는 상반기 중에 회계 개혁과 관련된 제도 개선 필요사항을 추가 검토할 예정이다,사실형
설상가상 이후 실적도 엉망이다,사실형
정작 경제 쪽에서 전향 고백이 아직 없다,사실형
대마도는 땅이 척박해 우리나라에서 쌀을 얻어먹어야 했기 때문이다,사실형
1년 이 대회에서 토머스는 1홀 최소타 신기록1언더파 1타으로 우승한 좋은 기억도 있다,사실형
이라윤의 무너지지 말고 무뎌지지도 말고문학동네는 생과 사의 경계 대학병원 중환자실 1년 차 간호사가 쓴 책이다,사실형
당시 암호화폐 시장 초기로 사용자 보호와 유동성 공급이 필요하다는 판단 하에 두나무 보유 자산으로 한도 내 금액으로 거래에 참여했다는 설명이다,사실형
하지만 일부 학자들은 그들에게 적극적으로 배워야 한다고 생각했다,사실형
본부 부서에 최초로 전입한 직원비율도 작년 1에서 올해 1로 증가하는 등 다양한 인재가 직무 경험을 확대할 수 있는 기회가 마련됐다,사실형
손흥민의 복귀는 오는  1일 잉글랜드축구협회a컵 미들즈브러전이나 1일 리버풀과의 a 경기가 될 전망이다,사실형
법원은 북측의 실종자 해상 발견 경위와 군사분계선 인근 해상에서 일어난 실종사건에 관한 정보를 유족이 열람할 수 있도록 판결했다,사실형
갈라게임즈의 블록체인 게임 플랫폼은 월 1만명이 방문하는 대형 플랫폼으로 노드에 기반한 커뮤니티라는 독특한 사업 모델을 영위하고 있다,사실형
화웨이가 개최한 화웨이 a 디지털 혁신 회의a a a a a에 참석하기 위해 모인 각국 정부 인사 산업 전문가 협력사 관계자들이다,사실형
국내 코로나1 누적 사망자 수는 1만1명 누적 치명률은 11다,사실형
웹11은 11과 달리 직접 콘텐츠를 제작하지 않고 타인이 올린 콘텐츠를 플랫폼 내에서 보여주는 새로운 시스템 페이스북 크레이그리스트 구글 플리커 등 급작스레 등장한 새로운 웹11 물결은 모든 것을 바꿨다,사실형
이하교 성동공고 교장은 중1이 특성화고를 진학할 때 미용이나 외식을 선택하려 하지 기계나 전기전자는 선호하지 않는다며 학생을 모집할 때 차라리 대학 반도체 계약학과 입학에 유리하도록 하겠다는 유인책을 줘야 학생이 들어올 것이라고 말했다,사실형
오는 1일 오후 1시에는 콘진원 유튜브 채널을 통해 1 게임더하기 하반기 사업설명회도 개최한다,사실형
이 밖에 브룩스 켑카미국가 세계 1위 자리를 언제까지 지킬 수 있을지 로리 매킬로이북아일랜드가 1년 a 챔피언십 이후 1년 동안 멈춰 있는 메이저 우승 시계를 다시 돌릴 수 있을지도 흥미로운 관심거리다,사실형
1개 부문에 이름을 올린 조커는 남우주연상과 음악상 1관왕에 그쳤다,사실형
그러나 교육계 안팎에서는 실효성에 의문을 제기하고 있다,사실형
하지만 그룹의 해체로 팬들은 남은 기간 혜택을 받을 수 없게 됐고 지난 1월 가입이 마감됐음에도 팬클럽 키트는 최근에 와서야 배송된 것으로 알려졌다,사실형
왕위에 오른 순제는 장인 1명을 보내 해주 수양산에 큰 절을 짓는데 이것이 바로 신광사이다,사실형
급성 기관지염 급성 폐렴과 같은 하기도 감염도 급성기침을 유발한다,사실형
몽가타는 신개념 숙면 종합 솔루션을 선보여 심사위원단 호평을 받았다,사실형
휴게실로 활용할 수 있는 a 룸 카페 등도 갖췄다,사실형
그래서 도입된 게 바로 물과 기름의 화학적 면을 연결해 주는 계면활성제였다,사실형
유종하 교수는 적혈구와 백혈구 수치가 올라가면 혈액 점도가 높아지게 되는데 이 때문에 혈류 이상 및 혈관 손상을 유발하는 염증물질이 분비될 수 있다 평상시 혈액세포성분인 적혈구 백혈구 혈소판이 정상범위에 유지되도록 유해 요소에 노출되지 않도록 주의하고 주기적인 혈액 검사를 통한 혈액 질환의 조기 발견도 중요하다고 강조했다,사실형
목소리만 크면 통하는 광장에선 중요한 팩트가 무시되곤 한다,사실형
승부는 1차전에서 갈렸다,사실형
이어 1년 제1대 총선 당시 위기의 더불어민주당에 1석을 안겨 1당으로 거듭나게 했던 경험담도 전한다,사실형
봄을 테마로 한 콘텐츠도 선보였다,사실형
우리 몸을 끊임없이 순환하는 혈액은 건강 상태를 보여주는 중요한 척도이다,사실형
류승범은 연기를 시작할 때 친할머니가 형 류승완 감독과 나를 두고 왜 잘생긴 애가 감독을 하고 못생긴 애가 배우를 하느냐라는 말을 했다며 솔직히 형이 더 잘생겼지만 워낙 둘의 성향이 달라 서로 비교하기 어려운 부분도 있다고 했다,사실형
대통령 직속 미세먼지 문제 해결을 위한 국가기후환경회의와 문화체육관광부가 발표한 미세먼지 관련 국민 인식 조사 결과를 보면 11가 배출가스 1등급 노후 차량의 도심 운행을 제한하는 정책에 찬성한다고 답했다,사실형
기침은 후두를 포함한 기도의 자극에 의해 반사적으로 생기는 게 대부분이지만 기도에 염증이 있을 때도 나타난다,사실형
당신더러 그러라는 건 절대 아니지만 사실 나는 폐기물로만 여겨지진 않았다,사실형
지난달 인사가 검찰인사위원회를 거치지 않은 점에 대해서도 공수처는 위법하지 않다고 판단했다,사실형
이 회장은 요직인 감사위원장을 1년 지낸 경험을 내세워 실무에 강한 후보라는 점을 어필하면서 이를 돌파했다,사실형
특히 콘서트페스티벌 분야 티켓 판매액은 지난해 대비 11배 이상 증가하며 전 분야 중 가장 높은 성장률을 기록했다,사실형
청원인인 은우근 광주대 신문방송학과 교수는 1일 한 언론사와의 인터뷰에서 어제 인권위에 진정 절차가 어떻게 되는지 물어봤다면서 같이 활동하는 교수들 관련 시민단체 등과 상의해서 이번 주 안에 진정서를 제출할 계획이라고 말했다,사실형
코로나1 백신이 근시일 안에 본격적인 공급이 시작되면 이를 전세계로 신속하게 운송할 이동수단은 글로벌 민간항공사들이 운용 중인 화물기들로서 우리 일상에서 긴급을 요하는 화물 대부분은 항공화물을 통해 이동하게 된다,사실형
임 부장검사는 윤 차장은 서지현 검사의 미투 때문에 임 부장검사를 부장 승진 못시켰다고 양해를 구한 후 해외연수 제의를 하며 개인의 행복을 찾으라고 열심히 설득했었다며 진지하게 듣는 체하며 고개를 끄덕이고 맞장구를 치긴 했는데 속으로는 몹시 불쾌했다고 전했다,사실형
후반부는 역동적인 기동으로 이루어져 동시가위교차 교차 밀집 편대비행 나선 횡전 용오름 동시교차 저속비행 연속 교차 태극 배면 및 정상편대비행 최대성능기동 및 수직상승 동시 원형 횡전 위치교대 및 최대추력 수직원형 등 섬세하고 세련된 정교한 편대 비행기술들을 보여준다,사실형
신이 자신은 이해하지 못할 드높은 자애로움으로 중요한 치료법을 아무런 대가 없이 선사했다며 감사해 했다고 한다,사실형
이 사고로 정씨는 심폐소생술을 받고 병원으로 옮겨졌지만 끝내 숨졌다,사실형
게임 이용자가 선택할 수 있는 직업 역시 기존 디아블로 시리즈의 것을 그대로 따왔다,사실형
한국 여자농구가 올림픽 본선에 진출한 것은 1년 베이징 대회 이후 올해가 1년 만이다,사실형
김만중의 형 김만기가 시험관으로 참여했는데 이 말을 듣고 이를 글로 써서 아우에게 슬쩍 건넸다,사실형
도성에 간간이 있는 화려하고 사치스러운 저택도 대청이나 구들장이 바둑판처럼 반듯하게 놓인 곳이 없다,사실형
소상공인 중 1가 1년을 못 가 문을 닫는 게 현실이다,사실형
석 선장은 1년 아덴만 여명 작전 당시 소말리아 해적에 총상을 입어 사경을 헤매다 이 교수의 치료로 건강을 회복했으며 현재 해군리더십센터에서 안보교육담당관으로 일하고 있다,사실형
사정이 이렇다 보니 서울 은평구 갈현1구역 재개발 조합은 코로나1 확산 우려로 1월 1일로 예정된 총회를 취소했다,사실형
이와는 반대로 이중환은 택리지에서 중국 1대 미녀 중 한 명이 한반도 남부 출신이었다는 믿기 어려운 전설을 다룬다,사실형
압둘 헤이 어머니의 집과 신부의 옷장은 각각 장례식과 결혼식을 새겨 사라져가는 팔레스타인 전통 문화를 기록했다,사실형
매 시즌 제공하는 핵심 콘텐츠가 매번 새롭게 변하는 만큼 이용자들에게 끊임없이 새로운 재미를 제공한다,사실형
상자에 배고픈 쥐를 넣어 놓고 지렛대를 누르면 먹이가 나오도록 한다,사실형
지향성 마이크는 주변 소음을 줄이고 사용자의 음성만 정확하게 녹음한다,사실형
그들은 암도 앞 장에서 살펴본 비타민 a1 결핍에 의해 발생하는 괴혈병이나 비타민 a1 부족에 의해 발생하는 펠라그라같이 미량영양소 결핍에 의한 것이라고 주장한다,사실형
스마트 팩토리 아카데미의 인천포항 공장 확대 시행은 현대제철이 추진 중인 전사적 스마트 엔터프라이즈 구축을 위한 토대를 마련했다는 데 그 의미가 있다,사실형
a형과 a는 각각 1조1억원 1조1억원이 적립됐다,사실형
강원지역 새해 첫해는 오전 1시 1분 삼척과 동해를 시작으로 동해안 수평선 위로 힘차게 솟았다,사실형
허 행장은 1년은 a의 1대 디지털 트랜스포메이션의 성과가 가시권에 들어오는 한 해가 될 것이라며 다음달 1일 차세대 전산 a a 프로젝트의 영업점 선오픈을 시작으로 a의 혁신적인 디지털 인프라들을 오는 1월까지 하나씩 선보일 것이라고 설명했다,사실형
관리는 물론 관직이 없는 선비들도 나들이할 때 붉은색 외투를 입었다,사실형
모바일인덱스에 따르면 배달의민족 라이더용 앱인 배민커넥트의 월간 사용률은 1월11  1월11  1월11 순으로 꾸준히 감소했다,사실형
마지막 아시안게임 금메달도 1년일 정도로 전력이 약해진 상태다,사실형
a 11 시리즈는 현재 여객기 1개 모델과 화물기 1개 모델이 양산되고 있으며 1엽 프로펠러 블레이드를 가진 a1aa 터보프롭엔진 1기가 제공하는 순항속도는 1a 내외 최대항속거리는 1111a 탑승인원 11인승 규모의 소형 항공기로서 지금까지 11대 가까이 제작되어 전세계 1여 개국의 1개가 넘는 민간항공사에서 안전성이 검증된 기종이다,사실형
